table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,8,0,Công ty Cổ phần IAPACCO,Các bên liên quan | Phải thu về cho vay dài hạn (TM số 7),Công ty Cổ phần IAPACCO,,,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,8,1,Công ty Cổ phần IAPACCO,Mối quan hệ | Phải thu về cho vay dài hạn (TM số 7),Công ty liên quan,,,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,PERCENT,8,2,Công ty Cổ phần IAPACCO,Lãi suất%/năm | Phải thu về cho vay dài hạn (TM số 7),"0,00",0.0,0.0,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,8,3,Công ty Cổ phần IAPACCO,Số cuối năm | Phải thu về cho vay dài hạn (TM số 7),6.123.820,6123820.0,6123820.0,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,8,4,Công ty Cổ phần IAPACCO,Ngàn VNDSố đầu năm | Phải thu về cho vay dài hạn (TM số 7),6.123.820,6123820.0,6123820.0,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,9,0,Công ty TNHH Điện Hoàng Anh Attapeu,Các bên liên quan | Phải thu về cho vay dài hạn (TM số 7),Công ty TNHH Điện Hoàng Anh Attapeu,,,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,9,1,Công ty TNHH Điện Hoàng Anh Attapeu,Mối quan hệ | Phải thu về cho vay dài hạn (TM số 7),Công ty con,,,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,PERCENT,9,2,Công ty TNHH Điện Hoàng Anh Attapeu,Lãi suất%/năm | Phải thu về cho vay dài hạn (TM số 7),"12,00",12.0,12.0,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,9,3,Công ty TNHH Điện Hoàng Anh Attapeu,Số cuối năm | Phải thu về cho vay dài hạn (TM số 7),500.000,500000.0,500000.0,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,9,4,Công ty TNHH Điện Hoàng Anh Attapeu,Ngàn VNDSố đầu năm | Phải thu về cho vay dài hạn (TM số 7),500.000,500000.0,500000.0,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,10,0,Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh,Các bên liên quan | Phải thu về cho vay dài hạn (TM số 7),Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh,,,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,10,1,Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh,Mối quan hệ | Phải thu về cho vay dài hạn (TM số 7),Công ty liên kết,,,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,PERCENT,10,2,Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh,Lãi suất%/năm | Phải thu về cho vay dài hạn (TM số 7),-,0.0,0.0,True,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,10,3,Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh,Số cuối năm | Phải thu về cho vay dài hạn (TM số 7),-,0.0,0.0,True,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,10,4,Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh,Ngàn VNDSố đầu năm | Phải thu về cho vay dài hạn (TM số 7),1.514.041.568,1514041568.0,1514041568.0,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,11,0,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Các bên liên quan | Phải thu về cho vay dài hạn (TM số 7),Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,,,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,11,1,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Mối quan hệ | Phải thu về cho vay dài hạn (TM số 7),Công ty con,,,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,PERCENT,11,2,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Lãi suất%/năm | Phải thu về cho vay dài hạn (TM số 7),-,0.0,0.0,True,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,11,3,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Số cuối năm | Phải thu về cho vay dài hạn (TM số 7),-,0.0,0.0,True,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,11,4,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Ngàn VNDSố đầu năm | Phải thu về cho vay dài hạn (TM số 7),1.367.079.207,1367079207.0,1367079207.0,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,12,0,Công ty Cổ phần Cao su Trung Nguyên,Các bên liên quan | Phải thu về cho vay dài hạn (TM số 7),Công ty Cổ phần Cao su Trung Nguyên,,,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,12,1,Công ty Cổ phần Cao su Trung Nguyên,Mối quan hệ | Phải thu về cho vay dài hạn (TM số 7),Công ty con,,,False,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,PERCENT,12,2,Công ty Cổ phần Cao su Trung Nguyên,Lãi suất%/năm | Phải thu về cho vay dài hạn (TM số 7),-,0.0,0.0,True,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,12,3,Công ty Cổ phần Cao su Trung Nguyên,Số cuối năm | Phải thu về cho vay dài hạn (TM số 7),-,0.0,0.0,True,False
HAG_financial_statements_2018_separate|table_60,HAG_financial_statements_2018_separate,HAG,2018,separate,VND,12,4,Công ty Cổ phần Cao su Trung Nguyên,Ngàn VNDSố đầu năm | Phải thu về cho vay dài hạn (TM số 7),58.001.920,58001920.0,58001920.0,False,False
