table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,4,0,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Nhóm An Phú | Công ty Cổ phần Phú Hoàng Anh,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,4,1,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Mối quan hệ | Công ty liên quan,Công ty liên quan,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,4,2,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Giao dịch | Lãi cho vay Chi phí trả hộ,Lãi cho vay,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,4,3,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Số cuối năm | 159.626.905-,18.228.000,18228000.0,18228000.0,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,4,4,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Ngàn VND Số đầu năm | 143.698.819 2.440.389,11.110.667,11110667.0,11110667.0,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,5,0,Công ty Cổ phần Hoàng Anh Mê Kông,Nhóm An Phú | Công ty Cổ phần Phú Hoàng Anh,Công ty Cổ phần Hoàng Anh Mê Kông,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,5,1,Công ty Cổ phần Hoàng Anh Mê Kông,Mối quan hệ | Công ty liên quan,Công ty liên quan,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,5,2,Công ty Cổ phần Hoàng Anh Mê Kông,Giao dịch | Lãi cho vay Chi phí trả hộ,Chi phí trả hộ,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,5,3,Công ty Cổ phần Hoàng Anh Mê Kông,Số cuối năm | 159.626.905-,12.624.059,12624059.0,12624059.0,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,5,4,Công ty Cổ phần Hoàng Anh Mê Kông,Ngàn VND Số đầu năm | 143.698.819 2.440.389,12.624.059,12624059.0,12624059.0,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,6,0,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Nhóm An Phú | Công ty Cổ phần Phú Hoàng Anh,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,6,1,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Mối quan hệ | Công ty liên quan,Công ty liên quan,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,6,2,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Giao dịch | Lãi cho vay Chi phí trả hộ,Chi phí trả hộ Lãi cho vay,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,6,3,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Số cuối năm | 159.626.905-,2.556.565-,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,6,4,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Ngàn VND Số đầu năm | 143.698.819 2.440.389,2.530.531 14.452.574,253053114452574.0,253053114452574.0,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,7,0,Công ty Cổ phần Xây dựng Huynh Đệ,Nhóm An Phú | Công ty Cổ phần Phú Hoàng Anh,Công ty Cổ phần Xây dựng Huynh Đệ,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,7,1,Công ty Cổ phần Xây dựng Huynh Đệ,Mối quan hệ | Công ty liên quan,Công ty liên quan,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,7,2,Công ty Cổ phần Xây dựng Huynh Đệ,Giao dịch | Lãi cho vay Chi phí trả hộ,Lãi cho vay,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,7,3,Công ty Cổ phần Xây dựng Huynh Đệ,Số cuối năm | 159.626.905-,17.255,17255.0,17255.0,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,7,4,Công ty Cổ phần Xây dựng Huynh Đệ,Ngàn VND Số đầu năm | 143.698.819 2.440.389,2.728.820,2728820.0,2728820.0,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,8,0,Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,Nhóm An Phú | Công ty Cổ phần Phú Hoàng Anh,Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,8,1,Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,Mối quan hệ | Công ty liên quan,Công ty liên quan,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,8,2,Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,Giao dịch | Lãi cho vay Chi phí trả hộ,Lãi cho vay,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,8,3,Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,Số cuối năm | 159.626.905-,-,0.0,0.0,True,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,8,4,Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,Ngàn VND Số đầu năm | 143.698.819 2.440.389,23.465.186,23465186.0,23465186.0,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,9,0,Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Nhóm An Phú | Công ty Cổ phần Phú Hoàng Anh,Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,9,1,Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Mối quan hệ | Công ty liên quan,Công ty liên quan,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,9,2,Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Giao dịch | Lãi cho vay Chi phí trả hộ,Lãi cho vay Chi phí trả hộ,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,9,3,Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Số cuối năm | 159.626.905-,-,0.0,0.0,True,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,9,4,Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Ngàn VND Số đầu năm | 143.698.819 2.440.389,10.406.208 7.402.364,104062087402364.0,104062087402364.0,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,10,0,TỔNG CỘNG,Nhóm An Phú | Công ty Cổ phần Phú Hoàng Anh,TỔNG CỘNG,,,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,10,1,TỔNG CỘNG,Mối quan hệ | Công ty liên quan,,,,False,True
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,10,2,TỔNG CỘNG,Giao dịch | Lãi cho vay Chi phí trả hộ,,,,False,True
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,10,3,TỔNG CỘNG,Số cuối năm | 159.626.905-,497.088.437,497088437.0,497088437.0,False,False
HAG_financial_statements_2017_consolidated|table_106,HAG_financial_statements_2017_consolidated,HAG,2017,consolidated,VND,10,4,TỔNG CỘNG,Ngàn VND Số đầu năm | 143.698.819 2.440.389,1.247.505.988,1247505988.0,1247505988.0,False,False
