table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,0,0,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Bên liên quan | Phải thu về cho vay dài hạn (TM số 7) (*),Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,0,1,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Mối quan hệ | Phải thu về cho vay dài hạn (TM số 7) (*),Công ty có cùng thành viên HĐQT,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,0,2,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Giao dịch | Phải thu về cho vay dài hạn (TM số 7) (*),Cho vay,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,0,3,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Số cuối năm | Phải thu về cho vay dài hạn (TM số 7) (*),883.510.126,883510126.0,883510126.0,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,0,4,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Ngàn VND Số đầu năm | Phải thu về cho vay dài hạn (TM số 7) (*),636.677.270,636677270.0,636677270.0,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,1,0,Công ty Cổ phần Chăn nuôi Gia Lai,Bên liên quan | Phải thu về cho vay dài hạn (TM số 7) (*),Công ty Cổ phần Chăn nuôi Gia Lai,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,1,1,Công ty Cổ phần Chăn nuôi Gia Lai,Mối quan hệ | Phải thu về cho vay dài hạn (TM số 7) (*),Công ty con,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,1,2,Công ty Cổ phần Chăn nuôi Gia Lai,Giao dịch | Phải thu về cho vay dài hạn (TM số 7) (*),Cho vay,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,1,3,Công ty Cổ phần Chăn nuôi Gia Lai,Số cuối năm | Phải thu về cho vay dài hạn (TM số 7) (*),605.632.488,605632488.0,605632488.0,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,1,4,Công ty Cổ phần Chăn nuôi Gia Lai,Ngàn VND Số đầu năm | Phải thu về cho vay dài hạn (TM số 7) (*),587.132.488,587132488.0,587132488.0,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,2,0,Công ty Cổ phần Gia súc Lơ Pang,Bên liên quan | Phải thu về cho vay dài hạn (TM số 7) (*),Công ty Cổ phần Gia súc Lơ Pang,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,2,1,Công ty Cổ phần Gia súc Lơ Pang,Mối quan hệ | Phải thu về cho vay dài hạn (TM số 7) (*),Công ty con,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,2,2,Công ty Cổ phần Gia súc Lơ Pang,Giao dịch | Phải thu về cho vay dài hạn (TM số 7) (*),Cho vay,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,2,3,Công ty Cổ phần Gia súc Lơ Pang,Số cuối năm | Phải thu về cho vay dài hạn (TM số 7) (*),183.116.833,183116833.0,183116833.0,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,2,4,Công ty Cổ phần Gia súc Lơ Pang,Ngàn VND Số đầu năm | Phải thu về cho vay dài hạn (TM số 7) (*),178.816.833,178816833.0,178816833.0,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,3,0,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Bên liên quan | Phải thu về cho vay dài hạn (TM số 7) (*),Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,3,1,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Mối quan hệ | Phải thu về cho vay dài hạn (TM số 7) (*),Công ty con của Công ty có cùng thành viên HĐQT,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,3,2,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Giao dịch | Phải thu về cho vay dài hạn (TM số 7) (*),Cho vay,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,3,3,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Số cuối năm | Phải thu về cho vay dài hạn (TM số 7) (*),109.304.691,109304691.0,109304691.0,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,3,4,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Ngàn VND Số đầu năm | Phải thu về cho vay dài hạn (TM số 7) (*),105.918.838,105918838.0,105918838.0,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,4,0,Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh,Bên liên quan | Phải thu về cho vay dài hạn (TM số 7) (*),Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,4,1,Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh,Mối quan hệ | Phải thu về cho vay dài hạn (TM số 7) (*),Công ty con của Công ty có cùng thành viên HĐQT,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,4,2,Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh,Giao dịch | Phải thu về cho vay dài hạn (TM số 7) (*),Cho vay,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,4,3,Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh,Số cuối năm | Phải thu về cho vay dài hạn (TM số 7) (*),16.254.633,16254633.0,16254633.0,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,4,4,Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh,Ngàn VND Số đầu năm | Phải thu về cho vay dài hạn (TM số 7) (*),15.751.124,15751124.0,15751124.0,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,5,0,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Bên liên quan | Phải thu về cho vay dài hạn (TM số 7) (*),Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,5,1,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Mối quan hệ | Phải thu về cho vay dài hạn (TM số 7) (*),Công ty liên quan,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,5,2,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Giao dịch | Phải thu về cho vay dài hạn (TM số 7) (*),Cho vay,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,5,3,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Số cuối năm | Phải thu về cho vay dài hạn (TM số 7) (*),-,0.0,0.0,True,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,5,4,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Ngàn VND Số đầu năm | Phải thu về cho vay dài hạn (TM số 7) (*),405.418.080,405418080.0,405418080.0,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,6,0,Công ty TNHH Hưng Thắng Lợi Gia Lai,Bên liên quan | Phải thu về cho vay dài hạn (TM số 7) (*),Công ty TNHH Hưng Thắng Lợi Gia Lai,,,False,False
HAG_financial_statements_2022_separate|table_74,HAG_financial_statements_2022_separate,HAG,2022,separate,VND,6,1,Công ty TNHH Hưng Thắng Lợi Gia Lai,Mối quan hệ | Phải thu về cho vay dài hạn (TM số 7) (*),Công ty con,,,False,False
